name,rating,review_count,latitude,longitude,postal_code,menu_data_updated,categories
Cicis,2.5,4,33.6503127,-84.0095426,30013,1442374342,"[Category(name=u'Pizza', alias=u'pizza'), Category(name=u'Restaurant Am\xe9ricain (traditionnel)', alias=u'tradamerican')]"
Tasty Treats Italian Ice,4.5,2,33.645515,-84.012512,30013,,"[Category(name=u'Glace & Yaourt glac\xe9', alias=u'icecream'), Category(name=u'Sandwich', alias=u'sandwiches')]"
Papi's Cuban & Caribbean Grill,4.0,99,33.5141487,-84.2305603,30281,,"[Category(name=u'Restaurant Carib\xe9en', alias=u'caribbean'), Category(name=u'Restaurant Cubain', alias=u'cuban')]"
Mikie's Big Burger,4.5,57,33.464481,-84.221812,30253,,"[Category(name=u'Restaurant Am\xe9ricain (traditionnel)', alias=u'tradamerican'), Category(name=u'Burger', alias=u'burgers')]"
Atlanta's Best Wings,4.0,53,33.8368072509766,-84.0680160522461,30039,,"[Category(name=u'Ailes de poulet', alias=u'chicken_wings'), Category(name=u'Restaurant Am\xe9ricain (traditionnel)', alias=u'tradamerican')]"
South New Orleans Seafood,4.5,10,33.7041854858398,-84.2704162597656,30034,,"[Category(name=u'Restaurant de fruits de mer', alias=u'seafood')]"
Marlie's Kitchen,4.5,7,33.7021958,-84.1488034,30038,,"[Category(name=u'Restaurant Carib\xe9en', alias=u'caribbean')]"
Like Pho,4.0,55,33.898201,-83.9595795,30017,,"[Category(name=u'Restaurant Vietnamien', alias=u'vietnamese')]"
Gritz Family Restaurant,4.0,82,33.4472892433405,-84.1463262587786,30253,,"[Category(name=u'Petit d\xe9jeuner & brunch', alias=u'breakfast_brunch'), Category(name=u'Cuisine du sud des \xc9tats-Unis', alias=u'southern'), Category(name=u'Restaurant Am\xe9ricain (traditionnel)', alias=u'tradamerican')]"
Pizza Hut,5.0,1,33.65239,-84.005959,30013,1442120148,"[Category(name=u'Pizza', alias=u'pizza')]"
Nice Mon Restaurant,4.0,17,33.7745781,-84.1626968,30083,,"[Category(name=u'Restaurant Carib\xe9en', alias=u'caribbean')]"
Gladys Knight & Ron Winans' Chicken & Waffles,2.5,151,33.6946411,-84.0907211,30038,1442264236,"[Category(name=u'Cuisine afro-am\xe9ricaine', alias=u'soulfood'), Category(name=u'Cuisine du sud des \xc9tats-Unis', alias=u'southern')]"
Quik Chick,3.5,4,33.6647464659957,-84.0349769240252,30094,,"[Category(name=u'Restaurant Am\xe9ricain (traditionnel)', alias=u'tradamerican'), Category(name=u'Cuisine du sud des \xc9tats-Unis', alias=u'southern')]"
Italian Pie,4.0,112,33.9221992492676,-84.0856246948242,30044,1442037866,"[Category(name=u'Pizza', alias=u'pizza'), Category(name=u'Restaurant Italien', alias=u'italian')]"
Burrito Loco,4.0,28,33.602967415828,-83.8670576885,30014,1460085984,"[Category(name=u'Restaurant Mexicain', alias=u'mexican')]"
Eat Right Caribbean Restaurants Grill and Bar III,3.0,2,33.6528135091066,-84.0048665553331,30013,,"[Category(name=u'Restaurant Carib\xe9en', alias=u'caribbean')]"
Treasure Thai,4.0,21,33.596252,-83.860703,30014,,"[Category(name=u'Tha\xef', alias=u'thai')]"
Grand Buffet,1.5,4,33.644424,-84.013298,30013,1442037878,"[Category(name=u'Buffet', alias=u'buffets'), Category(name=u'Restaurant Mexicain', alias=u'mexican'), Category(name=u'Restaurant Chinois', alias=u'chinese')]"
Off the Hook Fish and Shrimp,4.0,34,33.9212462030406,-84.0855025601957,30044,,"[Category(name=u'Restaurant de fruits de mer', alias=u'seafood'), Category(name=u'Fish & Chips', alias=u'fishnchips'), Category(name=u'Fast Food', alias=u'hotdogs')]"
C-Port Seafood,3.5,26,33.5537661373061,-84.2614279625285,30281,,"[Category(name=u'Restaurant de fruits de mer', alias=u'seafood')]"
Twisted Doughnuts & Cafe,4.0,53,33.9212455749512,-84.0084609985352,30045,,"[Category(name=u'Beignet & Donuts', alias=u'donuts'), Category(name=u'Caf\xe9', alias=u'cafes'), Category(name=u'Bubble Tea', alias=u'bubbletea')]"
The Village Corner,3.5,136,33.81149,-84.17071,30083,1460399358,"[Category(name=u'Boulanger & P\xe2tissier', alias=u'bakeries'), Category(name=u'Restaurant Allemand', alias=u'german'), Category(name=u'Bar', alias=u'bars')]"
Conch City Seafood,3.5,66,33.800552,-84.206782,30083,,"[Category(name=u'Restaurant de fruits de mer', alias=u'seafood')]"
Merhaba Shawarma,4.5,23,33.8099060058594,-84.2397994995117,30021,,"[Category(name=u'Restaurant M\xe9diterran\xe9en', alias=u'mediterranean')]"
All Island Cafe,3.5,86,33.7841606140137,-84.2351989746094,30032,,"[Category(name=u'Restaurant Carib\xe9en', alias=u'caribbean')]"
Provino's,3.5,89,33.8580452635935,-84.0189371491802,30078,,"[Category(name=u'Restaurant Italien', alias=u'italian')]"
J & J Fish & Chicken,3.5,21,33.70971,-84.21739,30034,,"[Category(name=u'Restaurant de fruits de mer', alias=u'seafood'), Category(name=u'Restaurant Am\xe9ricain (traditionnel)', alias=u'tradamerican')]"
Empson's Deli,4.5,22,33.513401,-84.2305908,30281,,"[Category(name=u'Deli', alias=u'delis')]"
Henderson's Restaurant,4.5,10,33.5284004211426,-83.851432800293,30014,,"[Category(name=u'Restaurant de fruits de mer', alias=u'seafood'), Category(name=u'Restaurant Am\xe9ricain (traditionnel)', alias=u'tradamerican')]"
Hokkaido,3.5,99,33.8665342,-84.0165095,30078,,"[Category(name=u'Restaurant Japonais', alias=u'japanese'), Category(name=u'Buffet', alias=u'buffets'), Category(name=u'Restaurant de fruits de mer', alias=u'seafood')]"
Adriatic Grill,4.5,75,33.9579982,-83.9998688,30046,,"[Category(name=u'Restaurant M\xe9diterran\xe9en', alias=u'mediterranean'), Category(name=u'Boulanger & P\xe2tissier', alias=u'bakeries'), Category(name=u'Restaurant Grec', alias=u'greek')]"
Wendy's,3.0,5,33.683941,-83.99942,30012,1442142053,"[Category(name=u'Burger', alias=u'burgers'), Category(name=u'Fast Food', alias=u'hotdogs')]"
Hilltop Caribbean Grill,3.5,12,33.6928749084473,-84.0874328613281,30038,1442038041,"[Category(name=u'Restaurant Carib\xe9en', alias=u'caribbean'), Category(name=u'Viandes et Barbecue', alias=u'bbq'), Category(name=u'Restaurant de fruits de mer', alias=u'seafood')]"
Santos Taqueria Express,4.5,15,33.4891242980957,-84.1752319335938,30253,,"[Category(name=u'Restaurant Mexicain', alias=u'mexican')]"
Local No. 7,3.5,107,33.852764,-84.214767,30084,,"[Category(name=u'Restaurant Am\xe9ricain (traditionnel)', alias=u'tradamerican')]"
Tony's at Brentwood,4.0,51,33.5270805,-84.2673416,30281,,"[Category(name=u'Pizza', alias=u'pizza'), Category(name=u'Restaurant Italien', alias=u'italian')]"
Wings & Fish Grill,4.5,22,33.4989016562935,-84.2457706607762,30281,,"[Category(name=u'Ailes de poulet', alias=u'chicken_wings')]"
Fridas Mexican Restaurant,4.0,80,33.9325866699219,-83.9763870239258,30046,,"[Category(name=u'Restaurant Mexicain', alias=u'mexican')]"
The Peachtree Cafe,4.0,180,33.95136,-83.987472,30046,,"[Category(name=u'Dessert', alias=u'desserts'), Category(name=u'Caf\xe9', alias=u'cafes')]"
Little Phillies,4.0,19,33.613441,-83.830467,30014,,"[Category(name=u'Poulet', alias=u'chickenshop')]"
Sister's Family Resturant,4.0,6,33.7865075469017,-83.9596197009087,30052,,"[Category(name=u'Restaurant Am\xe9ricain (traditionnel)', alias=u'tradamerican')]"
Metro Cafe Diner,3.5,104,33.823558807373,-84.1195678710938,30087,1442036431,"[Category(name=u'Diner Am\xe9ricain', alias=u'diners'), Category(name=u'Restaurant Grec', alias=u'greek')]"
The Original Pancake House,4.0,59,33.7940216064453,-84.2263412475586,30083,,"[Category(name=u'Petit d\xe9jeuner & brunch', alias=u'breakfast_brunch'), Category(name=u'Diner Am\xe9ricain', alias=u'diners')]"
Pita Corner,4.5,72,33.969287,-84.023597,30043,,"[Category(name=u'Restaurant M\xe9diterran\xe9en', alias=u'mediterranean'), Category(name=u'Restaurant Grec', alias=u'greek'), Category(name=u'Restaurant V\xe9g\xe9tarien', alias=u'vegetarian')]"
Sarah's Country Cooking,4.0,20,33.5115318,-84.2240524,30281,,"[Category(name=u'Cuisine du sud des \xc9tats-Unis', alias=u'southern'), Category(name=u'Cuisine afro-am\xe9ricaine', alias=u'soulfood')]"
Waffle House #1091,4.0,5,33.6376001,-84.0138894,30094,1442037996,"[Category(name=u'Diner Am\xe9ricain', alias=u'diners'), Category(name=u'Petit d\xe9jeuner & brunch', alias=u'breakfast_brunch'), Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican')]"
Barbeque Works,4.0,13,33.6981549113989,-84.0888606011868,30038,,"[Category(name=u'Viandes et Barbecue', alias=u'bbq')]"
Boston Jerk Center,3.5,28,33.7473564147949,-84.2247619628906,30035,,"[Category(name=u'Restaurant Am\xe9ricain (traditionnel)', alias=u'tradamerican')]"
Kathmandu Kitchen & Grill,4.0,51,33.8119878,-84.2420872,30021,,"[Category(name=u'Restaurant Indien', alias=u'indpak')]"
Arby's,1.5,3,33.64769,-84.0128299,30013,1442374340,"[Category(name=u'Fast Food', alias=u'hotdogs')]"
Taste of Jamaica,4.0,8,33.7243232727051,-84.1650390625,30058,,"[Category(name=u'Restaurant Carib\xe9en', alias=u'caribbean')]"
Red Orchid Thai Cuisine,4.5,46,33.420021,-84.153121,30253,,"[Category(name=u'Tha\xef', alias=u'thai')]"
Matthews Cafeteria,3.5,155,33.852316,-84.2138278,30084,1442285531,"[Category(name=u'Cuisine du sud des \xc9tats-Unis', alias=u'southern')]"
Pho,4.0,12,33.9001541137695,-84.0037612915039,30045,,"[Category(name=u'Restaurant Vietnamien', alias=u'vietnamese')]"
Truett's Grill,4.5,37,33.4629287719727,-84.21484375,30253,1442374462,"[Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican')]"
Don Tello's,3.0,39,33.6971282958984,-84.088493347168,30038,,"[Category(name=u'Restaurant Tex-mex', alias=u'tex-mex')]"
Bonefish Grill,3.5,85,33.897136,-84.003711,30078,1460537165,"[Category(name=u'Restaurant de fruits de mer', alias=u'seafood')]"
Foggy Bottom BBQ,3.5,44,33.8429942,-83.8958066,30052,,"[Category(name=u'Restaurant Cr\xe9ole', alias=u'cajun'), Category(name=u'Viandes et Barbecue', alias=u'bbq')]"
15th Street Pizza & Pub,4.0,64,33.4817133843899,-84.2237669974566,30253,1460399610,"[Category(name=u'Pizza', alias=u'pizza'), Category(name=u'Pubs', alias=u'pubs'), Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican')]"
Krystal Company the,2.0,5,33.65179,-84.00833,30013,,"[Category(name=u'Restaurant', alias=u'restaurants')]"
Empire Lounge,4.0,9,33.8382017612457,-84.0340945869684,30078,,"[Category(name=u'Bar des sports', alias=u'sportsbars'), Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican'), Category(name=u'Bar \xe0 vins', alias=u'wine_bars')]"
Blinky's,4.5,19,33.8564376831055,-84.002067565918,30078,,"[Category(name=u'Ailes de poulet', alias=u'chicken_wings'), Category(name=u'Fast Food', alias=u'hotdogs')]"
L'Thai Organic Restaurant & Wine Bar,4.0,133,33.8671913146973,-84.1917877197266,30084,1441987008,"[Category(name=u'Tha\xef', alias=u'thai'), Category(name=u'Restaurant V\xe9g\xe9tarien', alias=u'vegetarian'), Category(name=u'Restaurant V\xe9g\xe9talien', alias=u'vegan')]"
American Wings,4.5,6,33.7166290283203,-84.2134552001953,30035,,"[Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican')]"
Gezzo's Surf & Grille,4.0,48,33.4660625949679,-84.2183824628592,30253,1442374658,"[Category(name=u'Restaurant Tex-mex', alias=u'tex-mex'), Category(name=u'Restaurant Mexicain', alias=u'mexican')]"
Shahi Grill Indo-Pak Cuisine,4.5,21,33.8883399963379,-84.0624618530273,30044,,"[Category(name=u'Restaurant Pakistanais', alias=u'pakistani'), Category(name=u'Restaurant Indien', alias=u'indpak')]"
Taqueria los Hermanos,4.0,153,33.957137,-84.056881,30044,1442031944,"[Category(name=u'Restaurant Mexicain', alias=u'mexican')]"
Amici Covington,3.5,29,33.5960351675749,-83.8588544726372,30014,,"[Category(name=u'Restaurant Italien', alias=u'italian'), Category(name=u'Pizza', alias=u'pizza'), Category(name=u'Ailes de poulet', alias=u'chicken_wings')]"
Afghan Express Kabob,4.5,17,33.89385,-84.13996,30047,,"[Category(name=u'Restaurant Afghan', alias=u'afghani')]"
World of Wings,3.5,6,33.5498428344727,-84.015251159668,30016,,"[Category(name=u'Restaurant', alias=u'restaurants')]"
Messinas Mediterranean Cuisine,4.0,82,33.904381,-84.115845,30047,1442008461,"[Category(name=u'Restaurant Grec', alias=u'greek'), Category(name=u'Restaurant M\xe9diterran\xe9en', alias=u'mediterranean')]"
The Greater Good Barbecue,3.5,98,33.8503427803516,-84.2067302763462,30084,,"[Category(name=u'Viandes et Barbecue', alias=u'bbq')]"
Lickin' Chicken,4.0,13,33.51784,-84.19171,30281,,"[Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican')]"
Jamaica Jerk Joint,4.0,15,33.5142888,-84.2090007,30281,,"[Category(name=u'Restaurant Carib\xe9en', alias=u'caribbean'), Category(name=u'Produits du monde', alias=u'ethnicmarkets')]"
Eagle's Landing Cafe and Grill,4.0,47,33.8885157,-84.0614433,30044,,"[Category(name=u'Restaurant Cr\xe9ole', alias=u'cajun')]"
Madras Mantra,4.0,65,33.8104286193848,-84.2707061767578,30033,,"[Category(name=u'Restaurant Indien', alias=u'indpak'), Category(name=u'Restaurant V\xe9g\xe9tarien', alias=u'vegetarian')]"
BoJaynes,5.0,10,33.445430789957,-84.1348483300247,30253,,"[Category(name=u'Deli', alias=u'delis'), Category(name=u'Sp\xe9cialit\xe9s culinaires', alias=u'gourmet')]"
Madina Restaurant,4.0,17,33.7983971,-84.2211075,30083,,"[Category(name=u'Restaurant \xc9thiopien', alias=u'ethiopian'), Category(name=u'Restaurant Africain', alias=u'african')]"
Silver Bay Seafood,3.0,17,33.5494918823242,-84.2558975219727,30281,,"[Category(name=u'Restaurant de fruits de mer', alias=u'seafood')]"
Stone Mountain Bar-B-Q,4.0,16,33.8228722,-84.113121,30087,,"[Category(name=u'Viandes et Barbecue', alias=u'bbq')]"
We Got Soul -Soul Food Restaurant,3.5,27,33.823121,-84.109872,30087,1455133649,"[Category(name=u'Cuisine afro-am\xe9ricaine', alias=u'soulfood')]"
Susie's Best Wings,4.0,4,33.6035118,-83.9726944,30016,,"[Category(name=u'Ailes de poulet', alias=u'chicken_wings')]"
Yummy House,1.5,3,33.7385857544806,-83.9937974140048,30012,,"[Category(name=u'Restaurant Chinois', alias=u'chinese')]"
Seoul K BBQ,4.0,10,33.8380546569824,-84.0711364746094,30039,,"[Category(name=u'Salade', alias=u'salad'), Category(name=u'Burger', alias=u'burgers')]"
One One Coco,5.0,4,33.6040563625239,-83.8562926277518,30014,,"[Category(name=u'Restaurant Carib\xe9en', alias=u'caribbean')]"
This Is It! BBQ & Seafood,3.5,26,33.70455,-84.1708079,30258,,"[Category(name=u'Restaurant de fruits de mer', alias=u'seafood'), Category(name=u'Viandes et Barbecue', alias=u'bbq'), Category(name=u'Cuisine afro-am\xe9ricaine', alias=u'soulfood')]"
Davido's 375 Pizza,4.0,15,33.7230377,-84.1668015,30058,1442264250,"[Category(name=u'Pizza', alias=u'pizza')]"
Summit Deli,4.0,5,33.7840532049866,-84.1012638267789,30058,,"[Category(name=u'Ailes de poulet', alias=u'chicken_wings'), Category(name=u'Restaurant Am\xe9ricain (traditionnel)', alias=u'tradamerican'), Category(name=u'Fish & Chips', alias=u'fishnchips')]"
KirbyG's Diner & Pub,3.5,73,33.4464912414551,-84.1466751098633,30253,,"[Category(name=u'Burger', alias=u'burgers'), Category(name=u'Diner Am\xe9ricain', alias=u'diners'), Category(name=u'Glace & Yaourt glac\xe9', alias=u'icecream')]"
Bonzu,4.0,13,33.4376348389969,-84.1218400374055,30252,,"[Category(name=u'Sushi', alias=u'sushi'), Category(name=u'Restaurant Grill', alias=u'steak')]"
Smokey Bones Bar & Fire Grill,2.5,54,33.6992,-84.0896,30038,1442016951,"[Category(name=u'Viandes et Barbecue', alias=u'bbq'), Category(name=u'Burger', alias=u'burgers')]"
"El Gallo Giro, Inc.",4.5,29,33.94895,-84.08338,30044,,"[Category(name=u'Restaurant Mexicain', alias=u'mexican')]"
Best Breakfast Inc,4.0,22,33.54395,-84.24139,30281,,"[Category(name=u'Petit d\xe9jeuner & brunch', alias=u'breakfast_brunch')]"
The Bridge Grill and Oyster Bar,4.0,25,33.503386,-84.237679,30281,,"[Category(name=u'Restaurant de fruits de mer', alias=u'seafood'), Category(name=u'Bar', alias=u'bars')]"
Town House Cafe/Hamm,5.0,2,33.595871,-83.8609009,30014,,"[Category(name=u'Restaurant', alias=u'restaurants')]"
Texas Roadhouse,3.5,71,33.8690258675517,-84.0175259113312,30078,,"[Category(name=u'Viandes et Barbecue', alias=u'bbq'), Category(name=u'Restaurant Grill', alias=u'steak'), Category(name=u'Restaurant Am\xe9ricain (traditionnel)', alias=u'tradamerican')]"
Nagano,3.5,21,33.8234367,-84.1126785,30087,,"[Category(name=u'Restaurant Japonais', alias=u'japanese')]"
Burger King,4.0,2,33.63125,-83.97817,30013,,"[Category(name=u'Restaurant', alias=u'restaurants')]"
O'Shucks Seafood & Grille,4.0,31,33.8487167,-83.9154968,30052,,"[Category(name=u'Restaurant de fruits de mer', alias=u'seafood')]"
Doos Seafood And Deli,4.0,43,33.903169,-84.118121,30047,,"[Category(name=u'Restaurant de fruits de mer', alias=u'seafood'), Category(name=u'Deli', alias=u'delis')]"
Papa John's Pizza,1.0,1,33.595630645752,-84.0153503417969,30013,1442374341,"[Category(name=u'Pizza', alias=u'pizza')]"
Jamaican Kitchen,3.5,12,33.7170448303223,-84.1462860107422,30058,,"[Category(name=u'Restaurant Carib\xe9en', alias=u'caribbean')]"
Zoës kitchen,3.5,29,33.8831367492676,-84.009162902832,30078,1460208128,"[Category(name=u'Restaurant M\xe9diterran\xe9en', alias=u'mediterranean'), Category(name=u'Restaurant Grec', alias=u'greek'), Category(name=u'Restaurant V\xe9g\xe9talien', alias=u'vegan')]"
A Town Wings,3.5,14,33.7007141113281,-84.1702423095703,30038,1460122663,"[Category(name=u'Restaurant Am\xe9ricain (traditionnel)', alias=u'tradamerican')]"
Red Hills Jerk Center,3.5,26,33.784893,-84.103752,30087,,"[Category(name=u'Restaurant Carib\xe9en', alias=u'caribbean')]"
The Market In Avondale,4.0,18,33.7771460477573,-84.2673010907726,30002,,"[Category(name=u'Deli', alias=u'delis'), Category(name=u'Boucherie charcuterie', alias=u'meats')]"
Southern Sweets Bakery,4.0,167,33.77997,-84.26961,30030,1441966912,"[Category(name=u'Boulanger & P\xe2tissier', alias=u'bakeries'), Category(name=u'Dessert', alias=u'desserts'), Category(name=u'Sandwich', alias=u'sandwiches')]"
Dicky Doos Diner,4.5,11,33.9230958102927,-84.0727958193867,30044,1442089738,"[Category(name=u'Diner Am\xe9ricain', alias=u'diners')]"
Domino's Pizza,1.0,1,33.665715,-84.0271881,30012,1442264187,"[Category(name=u'Pizza', alias=u'pizza'), Category(name=u'Ailes de poulet', alias=u'chicken_wings'), Category(name=u'Sandwich', alias=u'sandwiches')]"
Bridge View Country Cooking,4.5,9,33.5441088376245,-84.2345935483877,30281,,"[Category(name=u'Cuisine du sud des \xc9tats-Unis', alias=u'southern'), Category(name=u'Petit d\xe9jeuner & brunch', alias=u'breakfast_brunch')]"
Rivals On Five,3.0,68,33.8415603637695,-84.1322784423828,30087,1455456985,"[Category(name=u'Bar des sports', alias=u'sportsbars'), Category(name=u'Bar \xe0 tapas', alias=u'tapas')]"
Yuki Teriyaki & Sushi,3.0,1,33.684268951416,-83.998046875,30012,,"[Category(name=u'Sushi', alias=u'sushi'), Category(name=u'Restaurant Japonais', alias=u'japanese')]"
Fireside Jamaican Restaurant,3.5,11,33.71698,-84.1306305,30058,,"[Category(name=u'Restaurant Carib\xe9en', alias=u'caribbean'), Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican')]"
D J's Cafe,3.0,7,33.5548934936523,-84.0080108642578,30016,,"[Category(name=u'Petit d\xe9jeuner & brunch', alias=u'breakfast_brunch')]"
Sky Bbq,4.5,15,33.9459199,-84.1254388,30096,,"[Category(name=u'Viandes et Barbecue', alias=u'bbq'), Category(name=u'Restaurant Asiatique', alias=u'asianfusion')]"
The  Oyster Barn,3.0,67,33.9037170410156,-84.1225204467773,30047,,"[Category(name=u'Restaurant de fruits de mer', alias=u'seafood'), Category(name=u'Bar', alias=u'bars'), Category(name=u'Viandes et Barbecue', alias=u'bbq')]"
Taco Depot,4.0,130,33.953496318701,-84.051687766276,30044,,"[Category(name=u'Restaurant Mexicain', alias=u'mexican')]"
Chips & Salsa Mexican Resturant,2.0,1,33.6681308146508,-84.0244889259338,30012,,"[Category(name=u'Restaurant Mexicain', alias=u'mexican')]"
Johnny's Pizza & Subs,4.5,17,33.8257713317871,-84.0326690673828,30039,,"[Category(name=u'Pizza', alias=u'pizza')]"
Kellie's Home Cooking,3.5,15,33.834911,-83.898452,30052,1460307944,"[Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican')]"
New Orleans Seafood,4.0,11,33.7607345581055,-84.2455825805664,30032,,"[Category(name=u'Restaurant de fruits de mer', alias=u'seafood')]"
Fuji Express,4.0,29,33.5040084295504,-84.2351449280977,30281,,"[Category(name=u'Restaurant Japonais', alias=u'japanese')]"
Italian Oven Restaurant,3.5,59,33.5135040642936,-84.219289881981,30281,1442374477,"[Category(name=u'Restaurant Italien', alias=u'italian')]"
China King,4.0,7,33.7837105,-84.1010208,30058,,"[Category(name=u'Restaurant Chinois', alias=u'chinese')]"
Taste of da South,1.0,1,33.7225799560547,-84.1664886474609,30012,,"[Category(name=u'Viandes et Barbecue', alias=u'bbq')]"
Pizza Cafe,3.5,63,33.8219689124714,-84.1161287092943,30087,1450843377,"[Category(name=u'Pizza', alias=u'pizza')]"
Oyster Bay Seafood Cafe,4.0,116,33.956058,-83.988708,30046,1450930312,"[Category(name=u'Restaurant de fruits de mer', alias=u'seafood')]"
China Chef Restaurant,4.0,38,33.8569831848145,-84.0095901489258,30078,1456045339,"[Category(name=u'Restaurant Chinois', alias=u'chinese'), Category(name=u'Soupe', alias=u'soup')]"
Bambinelli's Italian Restaurant,3.5,150,33.8524649,-84.2585,30345,1441989890,"[Category(name=u'Restaurant Italien', alias=u'italian'), Category(name=u'Pizza', alias=u'pizza')]"
CoCo Cabana,3.5,87,33.8451118901261,-84.2524188129639,30084,,"[Category(name=u'Restaurant Cubain', alias=u'cuban')]"
Pho Dai Loi 3,4.0,104,33.9419019967318,-84.1227824985981,30096,,"[Category(name=u'Restaurant Vietnamien', alias=u'vietnamese')]"
Chou Lee Chinese Restaurant,3.5,7,33.719861,-84.165375,30058,,"[Category(name=u'Restaurant Chinois', alias=u'chinese')]"
Yellow Jacket Hot Dogs,3.5,15,33.619453,-84.245743,30294,,"[Category(name=u'Hot Dog', alias=u'hotdog')]"
Pedro's Taco Shack,3.5,18,33.508759,-84.147143,30253,,"[Category(name=u'Restaurant Mexicain', alias=u'mexican')]"
Sakegura Restaurant,3.5,65,33.8787442688695,-84.0133631229401,30078,,"[Category(name=u'Sushi', alias=u'sushi'), Category(name=u'Restaurant Japonais', alias=u'japanese')]"
Smokey Jack's Barbeque,4.5,30,33.91847,-84.16423,30093,1460202224,"[Category(name=u'Viandes et Barbecue', alias=u'bbq')]"
Dellia's Jerk Palace Restaurant,5.0,3,33.7312593109821,-84.1921084696839,30035,,"[Category(name=u'Restaurant Carib\xe9en', alias=u'caribbean')]"
Grecian Gyro,3.5,67,33.8497086,-84.2185516,30084,,"[Category(name=u'Restaurant Grec', alias=u'greek'), Category(name=u'Restaurant M\xe9diterran\xe9en', alias=u'mediterranean')]"
Cheddar's Scratch Kitchen,3.0,122,33.4635789261742,-84.2204449007663,30253,,"[Category(name=u'Cuisine traditionnelle', alias=u'comfortfood'), Category(name=u'Restaurant Am\xe9ricain (traditionnel)', alias=u'tradamerican')]"
Mah Jong Chinese Restaurant,4.0,45,33.8766746520996,-84.0147323608398,30078,1442285518,"[Category(name=u'Restaurant Chinois', alias=u'chinese')]"
Imperial Chinese Garden,3.5,45,33.8432922363281,-84.1330184936523,30087,1452702999,"[Category(name=u'Restaurant Chinois', alias=u'chinese')]"
Thai Time,4.5,28,33.429349,-84.1801939,30253,1455129389,"[Category(name=u'Tha\xef', alias=u'thai')]"
Kampai,2.5,36,33.6975975036621,-84.0915985107422,30038,1442264237,"[Category(name=u'Restaurant Japonais', alias=u'japanese'), Category(name=u'Restaurant Chinois', alias=u'chinese')]"
Mamie's Kitchen,4.0,3,33.6017036,-83.8400726,30014,,"[Category(name=u'Restaurant', alias=u'restaurants')]"
Ameribistro,4.5,5,33.7176628112793,-84.1427536010742,30058,,"[Category(name=u'Ailes de poulet', alias=u'chicken_wings')]"
Grill & Wings,4.5,9,33.9035344163633,-84.0050854571763,30045,,"[Category(name=u'Ailes de poulet', alias=u'chicken_wings'), Category(name=u'Restaurant Japonais', alias=u'japanese')]"
Mama Maria's Italian Grill,2.5,35,33.609658,-83.88751,30014,,"[Category(name=u'Restaurant Italien', alias=u'italian')]"
Dogwood Pizza,4.5,25,33.890529,-84.061207,30044,,"[Category(name=u'Pizza', alias=u'pizza'), Category(name=u'Salade', alias=u'salad'), Category(name=u'Ailes de poulet', alias=u'chicken_wings')]"
La Michoacana Loca,4.0,15,33.909402,-84.1120126,30047,,"[Category(name=u'Restaurant Mexicain', alias=u'mexican'), Category(name=u'Glace & Yaourt glac\xe9', alias=u'icecream')]"
King Southern Delight,3.5,28,33.7612609863281,-84.193962097168,30088,,"[Category(name=u'Restaurant Am\xe9ricain (traditionnel)', alias=u'tradamerican'), Category(name=u'Viandes et Barbecue', alias=u'bbq')]"
Suki Japanese Asian Cuisine,4.0,28,33.84927,-83.91855,30052,,"[Category(name=u'Restaurant Japonais', alias=u'japanese'), Category(name=u'Sushi', alias=u'sushi'), Category(name=u'Restaurant Asiatique', alias=u'asianfusion')]"
Ichiban Express,4.0,28,33.4212771,-84.1878172,30253,,"[Category(name=u'Restaurant Japonais', alias=u'japanese')]"
Blue Ribbon Grill,3.5,102,33.8462067,-84.2546463,30084,1442285525,"[Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican')]"
Buffalo House Cafe,4.0,22,33.902215,-84.124652,30047,1454724315,"[Category(name=u'Ailes de poulet', alias=u'chicken_wings'), Category(name=u'Restaurant Am\xe9ricain (traditionnel)', alias=u'tradamerican')]"
Porterdale Bar & Grill,4.0,5,33.565952,-83.902824,30014,,"[Category(name=u'Bar', alias=u'bars'), Category(name=u'Restaurant Am\xe9ricain (traditionnel)', alias=u'tradamerican'), Category(name=u'Salle de concert', alias=u'musicvenues')]"
Yum Yum Thai,3.5,70,33.8499351,-84.2192485,30084,,"[Category(name=u'Tha\xef', alias=u'thai')]"
Tropics Jerk Center,5.0,2,33.705939,-84.12873,30058,,"[Category(name=u'Restaurant Carib\xe9en', alias=u'caribbean')]"
Lazeez Tava Fry,4.0,30,33.8857727,-84.1924515,30093,1442017996,"[Category(name=u'Restaurant Indien', alias=u'indpak')]"
Olive Mediterranean Grill,4.0,77,33.966110287858,-84.0230355039239,30043,1455485677,"[Category(name=u'Restaurant M\xe9diterran\xe9en', alias=u'mediterranean')]"
Olympia Pizza,4.0,21,33.5521429,-84.2585552,30281,1460399610,"[Category(name=u'Pizza', alias=u'pizza')]"
